carbon_1,carbon_2,carbon_3,consumption_1,consumption_2,consumption_3,hour_1,hour_2,hour_3,humidity_1,humidity_2,humidity_3,load_1,load_2,load_3,price_1,price_2,price_3,price_4,price_5,price_pred_1,price_pred_2,price_pred_3,solar_1,solar_2,solar_3,solar_diffused_1,solar_diffused_2,solar_diffused_3,solar_direct_1,solar_direct_2,solar_direct_3,storage_1,storage_2,storage_3,temp_1,temp_2,temp_3,day
0.8703565673027238,-0.22611641568116414,0.2628178534635963,-0.007533892229345307,-0.4029900587543566,-0.22839396360202396,0.14831336514786336,0.9257021144733317,0.7326191221639421,-0.7329838546155968,-0.19411836035999008,0.9979620989104442,-0.6148669009507747,0.4764258898623339,0.23947798662400355,0.14032100522811078,-0.4376720447105952,-0.8896535784380928,0.33837919304035285,-0.9988858563226924,-0.4173826245801653,0.08063326034686646,0.4421985054438654,-0.08561959189107858,0.5514183355364156,-0.6253106240425397,-0.5415875289939526,-0.3466222833513968,0.21597596439181488,0.34038288103856307,0.4290946960312628,0.003778347679969516,-0.08371343399352937,-0.010885522442532602,-0.44401566106781526,-0.27392161918218916,-0.5559109523108021,0.0635256196625417,1
-0.8389075476029018,-0.8696013339234445,0.48348161499327036,-0.34625038970394517,-0.588036410116974,0.04006306866566855,-0.005819788806490811,-0.13755223480605583,0.48963615263109794,0.41764424796110733,0.25908742876504315,0.8717431931097168,0.7194309512038926,0.565018890791343,0.26220854996973997,0.02785953359148549,0.46774439813023855,0.6083713743140475,0.561772647913239,-0.059077148077810046,0.3769779163234954,-0.800000222497809,-0.48190219796527195,-0.3849703037806125,0.08270242875391376,-0.9368374909314305,0.4113025250363351,0.2414204919906714,0.08779514725597265,-0.8237897457318597,-0.7133226031382719,-0.9087381461721699,0.3960769821526602,-0.48693017682237905,0.5695024761727558,0.9321345649253754,0.6943827396418509,0.640648417264263,2
0.11772164582108034,0.7487713625696066,0.5156520941627547,-0.3518254196368291,-0.6459355873217183,-0.38479247187131604,0.8658266381502282,-0.9601117961234662,-0.4851422425902097,-0.6367279479339651,-0.1534810722343427,0.25138625739173737,-0.2993107433677884,0.46644346350732324,-0.22125911716961524,-0.3672947816471581,0.37172158024471336,-0.015518620698846922,0.8316220273734658,-0.003289538911113832,0.4115214625879148,-0.5320182011101668,0.942454337110359,0.5479058856127478,0.027554432740339974,0.5180816692641973,-0.08327162334479665,0.18531321436274273,-0.11417522700139121,-0.01494563480922606,-0.6230644045317036,0.35663601169922365,0.47958068656643793,0.5889370522752984,0.8659789523023449,0.8508472214171356,0.12928727801894035,-0.8160560061940914,3
0.5909476732301493,0.5174523156446261,0.693694115909249,-0.83442103256666,0.24006594012461963,0.45743793705697966,-0.05188574509236321,0.26902114712788566,-0.6850111567408584,-0.362785601699925,-0.9555244940408544,-0.0005598439381936937,0.3455751255349474,0.8988700532212336,0.4496569114845355,0.14223336672452058,0.6590912353936161,-0.2653805504984528,-0.3975213505173441,-0.408796948383202,0.6041414764934716,-0.6740893708550522,0.46699029981302803,-0.9620376139789182,-0.2985159569840789,-0.9977616666628254,-0.6572698799085159,-0.6734906075862217,-0.031714678679370716,0.8638425752841743,-0.265705483502126,-0.6758944289185719,-0.07605555677424461,-0.9455197278699123,-0.47984964800046864,-0.35103486185262034,-0.6744997787678911,0.7796915758068291,4
-0.8303954725438879,0.4802074540113075,0.7980059817787699,-0.9666538431997413,-0.48590799529594564,0.6965849181227425,0.13275646871698482,-0.15496956696216058,-0.5469815652364542,-0.8686923393371068,-0.20915786959535498,-0.4800042417756888,-0.01069864288454253,0.8521783140272032,-0.21710784512964956,-0.8612378330225394,0.15898525196274196,0.018036002559062903,-0.1590252505218684,-0.5658439869390953,-0.7418548279370947,0.026703853876061376,0.08177497152196006,-0.14069575832817083,-0.32728843982103073,-0.9961047927467667,0.7440975326458814,0.023438648242552457,-0.21142877170813731,0.45211765823493,-0.1834950728195834,-0.15959351694596002,0.8600208918092492,0.4089188341014188,-0.8299603283498618,-0.4496383978924379,-0.41920275368575177,-0.5392775255517369,5
-0.7532844193834329,-0.9672595190563115,-0.3920830602731248,-0.2560236962876521,-0.8305727743694744,-0.7129089696030881,0.5252305147430822,0.04718534137827857,0.16599058061440405,0.11451906811410145,-0.6443093434097491,0.24557552691239715,-0.33991396391864265,-0.900711362918925,-0.07926315789620364,0.4061469171902127,0.788593457671749,-0.6804602375694714,0.7024147191971234,-0.7162864954172595,-0.21266094689466825,-0.1652925770627115,0.23150706615607308,-0.7793659794082789,-0.009477607921503983,-0.5524190439957954,0.31630383256288197,-0.22768304699929093,0.47741202422907114,-0.6151926284168567,-0.02527822586079201,0.13570556719425791,-0.5787170419283603,-0.37575160904077176,-0.9978785186033536,-0.034380683455032424,0.06580069077862005,0.8081758163767345,6
-0.37368759088193415,0.2762255783194671,-0.007910468911455984,-0.26524444083109305,-0.744529131504422,0.6101465848465204,0.37242406395815353,-0.4315233563624406,0.11852156424219618,-0.08665338028041722,-0.6429021205368672,-0.3948120784704725,-0.6332437754511593,0.363212773776057,-0.007233308458223731,-0.42331441599532144,0.27054798399587343,-0.6024451806371127,0.3891602830350054,0.005003909593404021,0.5920820603409065,-0.6539415717796113,0.157943929362475,-0.3062603693627932,0.4052536804888639,0.34442558324439304,-0.033407442985007696,-0.21032141291710263,0.8244813754712612,-0.46715649833595746,0.42836837989565435,0.09232644144530905,-0.06739277324827497,0.8324595214567465,0.860353127144947,-0.8491818580610607,-0.8959900084359038,-0.5208453309900264,7
-0.5461761063559991,-0.9984015474899781,-0.6442465374516383,0.17016359306604045,0.28798119153551494,0.46908441091998937,0.720971639696422,0.34328811574845947,-0.07578155241632194,0.9241266283213837,-0.9487928660751137,0.42425497955084623,-0.4774767498558593,0.48743279439385884,-0.02812711790209967,0.20454790426471625,0.38785540438599053,-0.012434018788018614,0.8036805020342466,-0.37674435719670063,-0.36838602242504476,-0.28321981213774516,0.6066127663244342,0.3624540473257101,0.12755876525416115,-0.11084134625253815,0.2616855079355779,-0.2641076638373897,-0.8409904214132986,0.03225180379312287,-0.3751522903044969,0.03902632182737009,-0.8927338852820236,0.2250852492642511,-0.1595248847266355,-0.1341041179609126,-0.07830435841141128,0.9197874879633404,8
-0.11908403183039179,0.9386680019759128,0.9946959051052998,0.5419058428244108,-0.9734223416932216,-0.8809227680546942,0.8131438703669334,-0.1652022998327699,0.751522959367729,0.04822891513866512,-0.15038294305151445,-0.43286335991094876,0.5962060295917558,-0.40244395659072496,0.8632512264941598,0.4669252256295924,-0.2155461717902527,-0.8508523182613642,0.7270499091765387,-0.8071722476440498,0.7733115100546141,-0.9237089067906357,0.5337358472204421,-0.6174409793414355,-0.800075792152714,-0.9418040637232413,0.37785040355352484,-0.7944073272217715,-0.007559730198273051,0.5530743566186738,-0.05677890467776897,0.5417819891858098,0.6237942440343149,0.26955194695520823,0.8964988192280505,0.11677185262731563,-0.8206340612816064,0.9817228138052304,9
-0.44459165309463394,-0.06559561844782522,0.06133963921939556,0.14003642466299687,-0.6091686986339842,0.6778054298098504,0.2332560764550817,0.5578147160926215,-0.19064928578717327,-0.1510053376254139,-0.7116657607332071,-0.5941218786595134,0.8402576955933045,0.9953356035934443,-0.46347763478706694,0.8403368453691886,-0.10772179444332831,0.8653884581797396,-0.4966311214457786,-0.9982185611628798,-0.31731880378001986,-0.6217501296218798,0.3016516891240853,0.7634194291294621,0.78801586135419,-0.31336726775570045,0.3751195154925076,-0.18237172183763603,-0.6386396955290866,0.6274714078463777,0.08626650050560317,0.844996207363842,0.13130998622858375,0.0020387927746100543,0.6229615986222138,-0.5369204541644564,0.6259843893990702,0.6842304480936914,10
