carbon_1,carbon_2,carbon_3,consumption_1,consumption_2,consumption_3,hour_1,hour_2,hour_3,humidity_1,humidity_2,humidity_3,load_1,load_2,load_3,price_1,price_2,price_3,price_pred_1,price_pred_2,price_pred_3,solar_1,solar_2,solar_3,solar_diffused_1,solar_diffused_2,solar_diffused_3,solar_direct_1,solar_direct_2,solar_direct_3,storage_1,storage_2,storage_3,temp_1,temp_2,temp_3,day
0.1211612866887346,-0.5280404011408644,0.9700285740199246,-0.5806818186166998,0.6824395382571116,-0.780540587168816,0.9444141542509799,-0.4700453881066011,0.3403690580399925,0.7403949482437864,-0.9711026018585203,-0.04146300150710869,0.27568115832948337,0.08907567988246123,-0.4774802805270364,-0.8839075365446802,-0.018993214330886854,0.6828542318786759,0.9782555586913695,-0.4145661111035097,0.486488135028452,-0.5761530450591827,-0.03859787536611892,0.26050460094557604,-0.716536495630169,-0.7031353756929763,0.01504496875190342,0.08568249416543972,-0.6510878790849886,0.2732928982138516,-0.34208682862385853,0.845703425585699,-0.6801666588979831,-0.38619205170810944,0.13468501978803316,0.9439542398360745,1
0.1851542593757478,0.9391817018883721,0.2237164778902374,0.6156415381423539,0.01681627005548214,-0.5301250666891006,0.8552224454820008,0.6339181819183404,-0.015598616070104931,0.9644898074845065,0.16584197984464266,0.9697261639178398,0.44883770543689483,-0.3916100382383336,-0.886965996671748,0.4547462962485267,0.0393962810735784,-0.8739460548224924,0.16998104903534017,-0.8445051134296448,-0.42127992303635886,0.91846355582235,0.7659527547375107,0.16746038742993763,-0.012683736431946757,0.051427253424142005,0.22584717274822141,0.8331088418006731,0.8696925739040526,0.6832111218857393,0.6646050384221223,0.5412416432889657,0.831188444314374,-0.8827410885086453,-0.7837952450027825,0.6511310811920461,2
-0.9328049730011021,0.4803456236556831,0.2280046058843075,0.7391196559033071,0.8754026143095992,-0.40806308634871424,0.13647274832788225,0.6254422026469271,-0.3248465602249855,0.754005459353527,0.09528564610452106,-0.3549872307702209,-0.8772325240313232,0.7950271153349477,-0.3584733386000978,-0.5086362947178318,0.5195244197410722,-0.06872138377836223,0.008344171011059442,0.45362523526674337,0.5464907498942824,0.2721215640773873,0.27379624617045395,-0.045836675875281285,-0.14808860294494663,-0.7154767531920032,0.05387358309493817,-0.9172730115360659,-0.5105800978482806,-0.25722831818331104,-0.6764836367308056,-0.6418756955806202,-0.7746022388194753,-0.3870063845325169,-0.24648132514726373,0.7501463298907427,3
0.07525962259324359,0.18091458775979907,-0.2262115022792246,-0.5274541743967014,-0.8807936990197303,-0.4538761715201951,0.051039296830468484,-0.944356853444964,-0.2740790872520209,-0.5226739447407345,-0.8327990657094706,-0.4863009876461062,0.016300097363648014,0.859780374328807,-0.37707178402761343,0.5240621848541493,-0.42217736746503776,0.35821584755106817,0.20319774296997162,0.031994089347060495,-0.6149972918224431,0.20993136633708742,-0.0973803834410365,0.8041124119541798,0.14093923999035907,0.6839264928470914,-0.67409273199683,-0.1690524333689798,-0.6548426055039085,0.637700700285212,-0.7945286472637381,0.4774693262111007,0.7730203518008991,-0.4221503588008011,0.26198443233534574,-0.6088130128373006,4
0.3103469072701379,0.6487844735287533,0.9445085734844503,-0.15452305068661776,0.3269027886266924,0.5524226274164024,0.09415531242134079,-0.7917772282285471,-0.6341808555050501,0.6907912838863455,-0.6431035873858468,-0.08867114530978637,0.16021814036216697,0.6062937800626769,-0.5853512583142839,0.12005593168630013,0.9596980262681158,-0.42161167783003517,-0.49565166221496737,-0.6812601805380267,-0.3448639614687308,-0.593670448875395,0.18371669084946496,-0.23537286941348445,0.6673221664365203,-0.26107912088119445,0.6110129840136738,-0.07951489214030105,0.09989896289536548,0.4079262711965772,0.505464132104156,0.09296238396059575,0.6661721879619988,0.39276724721604084,0.5141122043273068,-0.2842429347507005,5
-0.8474698032825969,0.8282649470040362,0.7914434790709064,0.6124259314977518,-0.9386313780543218,-0.008732092726042806,0.45165808303155464,-0.541698349444653,0.0503800912695751,0.4528380920523556,0.3655112133776257,0.020029102254695674,0.6870284981725967,0.06454872174437587,-0.3124288852541155,0.6963001368882531,-0.0761287608056489,-0.8032224628464877,0.9957851792608083,-0.17643941966882726,0.7135136283678885,0.36623411368413006,-0.7432510312820926,-0.46652281851921673,0.2902643994773295,-0.28359506918283817,-0.3036805658907673,-0.4145041073450393,-0.9338038291954196,0.8034617634138546,-0.08383132103557323,-0.6624305206497523,-0.1218624236771979,-0.7889244347879463,-0.6833660177904415,-0.47424689716079294,6
-0.5490889642524863,0.0676320660880898,-0.41538355022998985,-0.9071996817445085,0.6476277497320044,0.9343989748991861,0.9492664905462269,-0.5800961696744353,-0.094541396811197,0.23062813208073352,0.9759162638044692,0.43094478769987554,0.8306054048698348,0.3339983356875569,0.34917413971284095,0.3148354170714043,-0.5196090358317889,0.6020930601534191,0.6437105368812976,0.030662977633170385,0.20527775260335557,-0.6953954765010029,0.21060654154653813,0.9050866352312572,0.4622230061911339,-0.9334175707351349,0.7258246774492216,-0.9698374471203826,-0.4450894220375756,-0.521799129108242,0.16141790113156618,-0.8525155604392778,0.961091321690628,0.9887603253219446,0.5302498150158792,0.29837028581051706,7
0.4372617989389229,0.19655065909444258,0.6968659896965903,0.6343210170891758,-0.8977046050944215,-0.39222641584523177,0.8303352966317623,-0.6357424581682671,-0.8105167970025637,-0.37623403574831316,-0.5386977014077412,-0.3574150611894851,-0.5614278715050507,0.1153847682478868,-0.057291540023870935,-0.9297904582343728,0.3358386772116768,0.2936401705557994,-0.9098442755094602,-0.10313926966017939,0.7864908626278748,0.3451839301435049,0.22118555777022042,-0.8391434751216329,0.4112952519006281,-0.9354775584864712,-0.8374508203643158,-0.6071107408478655,0.9751049604427404,0.3802428484886755,0.07796525262052034,-0.2756156194436954,-0.858313777123805,-0.3729782467577081,-0.7449643971267366,0.9978125831415057,8
0.4666951066388536,-0.002946726020899515,0.6724193460015424,0.43071193147498676,0.9066878960247771,-0.655981652263194,-0.2021342770998371,-0.0713396929905672,-0.8619685674010027,0.5900936970039696,-0.5439876375291066,0.8980025655283541,0.8102547871018497,-0.7448055512037977,0.11938450947755275,-0.8637700920347373,-0.243425055818417,0.44728958150843945,-0.5733805160938299,-0.2477219360129046,0.7603712858052871,-0.2886516051427086,0.2297098870245471,0.7672558136807728,-0.9947986406577864,-0.8006044298330952,-0.07085982726017614,-0.6937677925385766,-0.0643967977726867,-0.832479197578408,0.8717377415202765,0.7298616349696363,0.40606750700818295,-0.42322029270650474,-0.4348920175467452,-0.6018809663355531,9
-0.9142174684203532,-0.8851004175209773,-0.023453090958442058,-0.0064958597800335305,-0.4673553769675929,-0.9373718102987227,-0.03557402163601253,-0.7306158782175642,0.4037105782551673,-0.6337454407398981,-0.31739628555853816,0.3259269522618151,0.3834014249984481,0.9526442732717122,-0.01676914977322319,-0.5327745521877361,0.145841975650302,0.9261772331298295,-0.627519451584821,0.7998095492579544,0.30266427178579525,0.9822440003434543,0.46759815181230135,-0.14782922712005075,-0.37569122394110455,0.9675965329069769,0.4079351731058465,0.07897192139501352,0.9796207447981466,-0.561616551861889,-0.4683964645090326,-0.6301346504810399,-0.8896709136836707,0.9452219875775507,0.6668200955429593,0.5253125752077072,10
