carbon_1,carbon_2,carbon_3,consumption_1,consumption_2,consumption_3,hour_1,hour_2,hour_3,humidity_1,humidity_2,humidity_3,load_1,load_2,load_3,price_1,price_2,price_3,price_pred_1,price_pred_2,price_pred_3,solar_1,solar_2,solar_3,solar_diffused_1,solar_diffused_2,solar_diffused_3,solar_direct_1,solar_direct_2,solar_direct_3,storage_1,storage_2,storage_3,temp_1,temp_2,temp_3
-0.9805768732851545,-0.36832292759046004,-0.7921494717215629,0.05679801996081402,0.033258725637248965,-0.1187491497351374,0.6894436525306824,0.7709585749513699,-0.46685261382915066,-0.6938136412698626,-0.4836594100892919,0.1410954404602025,-0.19646979236900486,0.7927624834356346,-0.9747192596914092,0.2309822961636545,-0.5750080944336555,-0.12203872682949202,0.3023173807635766,0.9843746083809741,0.6036586946615909,-0.24437928207480342,-0.46764373859978003,-0.2709511608824089,-0.762114916524371,-0.5143719838665248,-0.32934878057437866,-0.6691917004462828,0.5336485647676765,-0.7383463515694109,0.19015626652517126,-0.6045367943676903,0.44142058147220364,-0.7725294060349313,-0.11653515960598027,0.4770053719378322
0.1823030775755142,0.5665145946278234,-0.206691027616699,-0.015244767247167085,-0.155726563380023,0.8682726833230354,-0.09170727128172906,-0.2400306863590308,0.9373592157657563,0.6100477082028765,-0.13061386685431403,-0.32159409486050167,0.1710329637834863,-0.742004323715827,-0.6198536309073389,-0.2775980669994498,0.7307022529670144,0.16984555749208263,-0.49538952994852886,0.043042593525182686,-0.1339866128618822,0.937331548618416,0.9528238383395673,-0.7390024357149949,-0.5344419071027239,0.5262941740171388,-0.07014518638142124,-0.8301024579248634,-0.7425103354101796,-0.2541288679701843,-0.4075305158901673,0.28476073189044404,-0.7813095586001377,-0.4755875491708669,-0.9494899457356529,0.4093892388972979
-0.7731583849951287,0.2206498150713777,0.7265124617318691,-0.9910918457176938,-0.3921043232603135,0.7636600331912153,-0.8137414594218851,-0.7340728001373148,0.2034614401249855,0.09117500049272365,0.1057637370343495,0.43387926650524533,0.7557382831409495,-0.23657834570333347,0.5660632880135543,0.3187116930342279,0.21933975283416418,-0.997869743898142,-0.9871941140969025,0.4812493075702863,0.9869240830966224,-0.20376611597263328,0.27699341552790635,0.7112816336659968,-0.34293815010986706,-0.6848925570985174,-0.3923083105742291,-0.33427308751659723,0.02001855479895359,0.21337884462328452,-0.5463002355760702,-0.11058306801747553,0.7415336316663341,-0.7211552722152571,-0.3034596990860478,0.518829408557351
-0.13430363366707154,0.5347935273565192,0.4701667930384285,-0.7563130096071172,0.562211668569438,0.43076253247468654,0.17358164305195944,0.4505453778498783,-0.2760825324684466,0.03282555353689953,0.7337014503927246,0.627390857029833,0.9815424624644926,0.847266338712575,-0.009895426470984625,0.12572567499577408,-0.4278818079649066,-0.7870015211962779,-0.35082924818793665,-0.025431027826008312,0.931479847118877,-0.1226888239227841,0.17027092113284475,-0.5811894581992624,-0.5391065375250916,0.04762598784223271,-0.3805156890012653,0.259901497296281,-0.9855115240467365,0.29213874350430424,-0.400013334868614,0.6799775095368954,0.07507909515442057,-0.7776899850444404,-0.30049490258330763,-0.24474223068352463
-0.5979368731839059,0.6058772466240543,0.46757279410161545,0.4626822729173381,0.44467657059149746,0.10010156430457173,0.598251950243964,-0.0536371080685234,0.9040902731749687,0.017308095865323336,-0.985808786267327,0.9810994156521644,-0.9377075540544255,-0.686165643191718,0.26113478411860136,-0.1350779314022712,0.9607246724116885,-0.4692856117878237,-0.4114816348946917,0.35791057882838806,0.2903230498725815,-0.3015378165595175,-0.18072838316452788,-0.5238324887026278,0.3131860241562292,0.7421585081523172,0.7724543011475966,0.007120250010708595,0.6248112876156049,-0.20329395908790282,-0.6638950679934184,-0.9371943603863546,-0.38591072605168963,-0.5119736079054598,-0.18352096239616023,0.20983251504543143
